ENDSVILLE400_0001	ながしぎりがかんぜんにはいれば、でばふのこうかがふよされる。
MIDDLE1600_2_0795	どぅえう゛ぃっれでにゅうしゅしたとけいわ、こすとぱふぉーまんすがよい。
MIDDLE1600_2_0796	でゅぼすがすきなまんがわぼぼぼーぼ、ぼーぼぼで、へやにぜんかんそろってる。
MIDDLE1600_2_0797	ひえたびーるだとおもったら、ひとはだほどにぬるくてぎょっとした。
MIDDLE1600_2_0798	りゅでぃう゛ぃーぬわつのぶえをふき、ぷろってぃにとうぞくのそんざいをしらせた。
MIDDLE1600_2_0799	いごぶのぶちょううぉんのきふを、ぽーらんどのじぇふにおくろう。
MIDDLE1600_2_0800	きょーでぃわよくとおるこえでしゃべるのに、どこにいるかわからないの？
MIDDLE1600_3_0801	しゅれしんじゃーのりょりょくでなぐれば、けがじゃすみませんよ。
MIDDLE1600_3_0802	ただしいきろくわ、びょうそくはっぴゃくめーとるでした。
MIDDLE1600_3_0803	たてじまがらのそふぁーで、ざがくのびでおをしちょうしちゃう。
MIDDLE1600_3_0804	う゛ぁっつぉーらでのそうぎがおわり、しゅっかんまえにいぞくがなみだぐみます。
MIDDLE1600_3_0805	うぃじぇっとをきわめたいなら、しゅぱいひゃーにいってみなされ。
MIDDLE1600_3_0806	れっしぃわ、びぇんにゅっいぇんがたべたいとのことばを、ひるがえしました。
MIDDLE1600_3_0807	らっずぃどの、あしをはやめないと、ぱうりーにょのつやにちこくしますよ？
MIDDLE1600_3_0808	ひょぬくのみせにぎゅうにくをおろすのも、おもしろそうです。
MIDDLE1600_3_0809	べらんじゃーわつねにあいそがよく、したしみやすそうなきゃらです。
MIDDLE1600_3_0810	ゆえつといえば、みゅってるそるつでやったげーむですね。
MIDDLE1600_3_0811	がじぇがくちびるをすぼめ、しぇいくをすとろーからちゅーちゅーすってます。
MIDDLE1600_3_0812	いみがわからぬていしってたんご、てょーどのならわかるかも。
MIDDLE1600_3_0813	うぇぐなーがしゃちょうのじょせいになれば、ねたまれるのもむべなるかなと。
MIDDLE1600_3_0814	うーん、かんさいでひゅーまにずむをまなびましたが、おぼえてません。
MIDDLE1600_3_0815	みゃくらくもないわだいですが、うぇんでぃがぱぱいやをしゅうかくしました。
MIDDLE1600_3_0816	ちっちゃいころ、ぎゅうにゅうでせがのびると、れんじつじゅっぱいのんでました。
MIDDLE1600_3_0817	しゃざいすれば、すべてがまるくおさまるのでございます。
MIDDLE1600_3_0818	きょうみがないきゃくのはなしで、てぃっつぁのきぶんがふさがります。
MIDDLE1600_3_0819	う゛ぉるふぇんびゅってるのどこえいくか、すでにぎんみなさってますね。
MIDDLE1600_3_0820	じゅじゃわ、さってゃう゛ぁてぃーとひっしゃしたが、ごじをふくんでました。
MIDDLE1600_3_0821	よびのげきやくも、らばてゅがもってっちゃったからなあ。
MIDDLE1600_3_0822	ぴぇるう゛ぉまいすきーわ、つねにこんざつするにんきすぽっとです。
MIDDLE1600_3_0823	くぉーこわ、ぽんちぇこーるう゛ぉのそうぎに、すぐむかいますか？
MIDDLE1600_3_0824	みゃんまーのみぇいをきょてんに、ききょうをうえるじゅぎょうをきょうじゅします。
MIDDLE1600_3_0825	ぽりう゛ぁーのふわばんちゃがすきで、よくじょるじーにょもさそってます。
MIDDLE1600_3_0826	そりゃあ、びどうだにしないしぇう゛ぁりあわ、たいしたもんじゃないですか。
MIDDLE1600_3_0827	ぷらじゃーぱてぃをもちーふにした、ざっきょびるをたてましょう。
MIDDLE1600_3_0828	ぼくのごいでわ、いぇどう゛ぁぶねじけんのでぃべーとわむりです。
MIDDLE1600_3_0829	ばくふからりょうしょうをえるとわ、だいみょうにへんかがしょうじたのでしょう。
MIDDLE1600_3_0830	でぃんけるすびゅーるわ、いちじゅひゃっかくのとりくみでしんぽをとげました。
MIDDLE1600_3_0831	じゃぽにかがくしゅうちょうのひょうしについて、ぎじろくにのぼせましょう。
MIDDLE1600_3_0832	うぉいちぇふがさぎのえじきになったので、びりょくながらじょりょくしましょう。
MIDDLE1600_3_0833	てーとりひぇすぎふとをかうために、ひゃっきろへだたるまちえいきます。
MIDDLE1600_3_0834	みするとくびなので、う゛ぃんつぇんてぃわひっしでりかばりーしました。
MIDDLE1600_3_0835	あいびょうのなきごえをよくきくと、にゃーでわなくでゃーときこえます。
MIDDLE1600_3_0836	ふぉーぐぉがあつくて、きょぷりゅりゅわじゃけっとをぬぎました。
MIDDLE1600_3_0837	ざつなぷれいでもぜんくりできる、ぱでぃーじゃわすごいです。
MIDDLE1600_3_0838	ふぉう゛ぁるぐのはかで、なみだがぶわっとあふれでてきました。
MIDDLE1600_3_0839	ていしょくちゅうでひまなので、えぎゅべるでものんでねることにします。
MIDDLE1600_3_0840	いぇーるだいがくおんちゅうのぶぐが、ぐぇんだるのいえにとどいています。
MIDDLE1600_3_0841	きゅうかなのでぇ、かみわぼさぼさのままやどでやすみまーす。
MIDDLE1600_3_0842	おしょうがへるまにゅすをよび、こっそりぴざぽてとをあげました。
MIDDLE1600_3_0843	ぴょんとじゃんぷしたらぎっくりごしになり、まだいたみます。
MIDDLE1600_3_0844	ぎゃくせつてきに、ぎゃざこーるのどりょくで、ぎゃっぷさえうめればかてますね。
MIDDLE1600_3_0845	う゛ぁらんてぃーぬわきょくどのげこで、さけわまったくだめなのです。
MIDDLE1600_3_0846	あぶどぅっざふらわぎょくろをのみ、じゅもくがくちるのをみとどけます。
MIDDLE1600_3_0847	おーべるにゅでわ、ししゃをいつくしむぎしきがねづいてます。
MIDDLE1600_3_0848	つぃねげにうったえるつもりなら、まずわかじょうがきにしてごらん。
MIDDLE1600_3_0849	むかしわ、まつぼっくりあつめを、ぴひらーとやったものです。
MIDDLE1600_3_0850	ひよこのしゆうはんべつのうりょくで、う゛ぇらってぃわきょまんのとみをえました。
MIDDLE1600_3_0851	ずびぐにぇふわ、くろむにぇじーしゅでじゅんしょくしたと、うかがってました。
MIDDLE1600_3_0852	りゅーでぃがくろいかーでぃがんをおひろめし、ぜっさんされました。
MIDDLE1600_3_0853	がいじぇろーう゛ぁのくみきょくわ、う゛ぃおらとぴあのでこうせいされます。
MIDDLE1600_3_0854	しょふぁーどがはたふりやくとなり、ぎゅむしゅがさぽーとするふじんですね。
MIDDLE1600_3_0855	ふぁう゛ぃにゃーなにきてまで、しばをかるはめになるとわおもわなかったですよ。
MIDDLE1600_3_0856	とりよせてたてぃふぶるーのなえが、きゅうじつにとどきました。
MIDDLE1600_3_0857	ぞうぜいまえにさけをのみすぎて、ゆかのがびょうにきがつきませんでした。
MIDDLE1600_3_0858	となりからきこえたちぇっくめいとのこえのぬしわ、うぉるつだとおもいます。
MIDDLE1600_3_0859	かたがわがぴんちなので、ぶらてぃすらう゛ぁにへるぷをたのめますか？
MIDDLE1600_3_0860	ねえ、ぴゃちえたーしゅかに、みずもしたたるいいおとこがいるってば。
MIDDLE1600_3_0861	ぼでぃちぇっくで、こがたすぴーかをとるべきかはなしてる。
MIDDLE1600_3_0862	ぱぷあにゅーぎにあでいちばんたかいたけわ、びっくりするほどきれいです。
MIDDLE1600_3_0863	じゃう゛ぁーどわ、あにょーじねにかんするしりょうのげんぽんを、とうしゃします。
MIDDLE1600_3_0864	こんでょーわしゅわで、じょう゛ぁねってぃとこみゅにけーしょんをとれます。
MIDDLE1600_3_0865	ぼくとう゛ぁちぇすらふにとって、いぇしるきょいわいこいのばしょなのです。
MIDDLE1600_3_0866	さんかくちゅうをぷれぜんとされても、あつかいにこまってしまいます。
MIDDLE1600_3_0867	ぐぁーというだんまつまのさけびが、ながくはんきょうしてる。
MIDDLE1600_3_0868	ここでかくほするため、ぬーるでぃぬのびざをちぇっくしてください。
MIDDLE1600_3_0869	のきしたから、ぐぇとうめきごえがきこえ、おそろしいきもちです。
MIDDLE1600_3_0870	やぎぇろんかのなぞかけにみちびかれ、ぼくわじぇふぇるそんにあいにいきます。
MIDDLE1600_3_0871	どれだけう゛ぉるつぉーげんがにがてでも、あれじゃちじょくをあたえただけですよ。
MIDDLE1600_3_0872	ちぇるにゃーえふとおーぎゅすとのせんきょ、ひょうがわれるってよみですな。
MIDDLE1600_3_0873	ぐぃーどをかいにゅうさせたことわ、しっさくだとかんじましたか？
MIDDLE1600_3_0874	こうかいしてるかもしれないけど、こぼしたじゅーすわもどってきませんよ。
MIDDLE1600_3_0875	じょーくじゃなく、どうくつにわにょろにょろしたへびがいるんですよ。
MIDDLE1600_3_0876	じゃっふぇわだいみょうから、びょうがくだいのとちをちょうだいしました。
MIDDLE1600_3_0877	ぺてぃないふのきれあじわ、せいりゅうとうにわおよびませぬ。
MIDDLE1600_3_0878	ひげきがおこるまえに、そんたくせず、くぅいりーぬすにつたえてくださいね。
MIDDLE1600_3_0879	ぼくのすむやしきから、ぐぅーとぶきみなおとがきこえるの。
MIDDLE1600_3_0880	でゅぺろんのしょかにわ、ひぞうのぶっくかばーがあるんですって。
MIDDLE1600_3_0881	みやづかえのみぶんゆえ、ぽじーりしくぃいをはなれることわできませぬ。
MIDDLE1600_3_0882	ちぇるかーすぃに、じゃぱねっとのぽすたーをはるらしいです。
MIDDLE1600_3_0883	ろんせすばーりぇすえのみちをしめす、りていひょうがみつかりました。
MIDDLE1600_3_0884	とぅう゛ぁしゅとりにまつわる、とっぴななぞにちゃれんじですわ。
MIDDLE1600_3_0885	どるふゅすわ、かぞくからつねづねしいたげられ、いえでをけついしました。
MIDDLE1600_3_0886	びゃくやのよるに、う゛ぁいおりんとぴあののちょうりつをします。
MIDDLE1600_3_0887	ひゃくのぺなるてぃにもはじることなく、やつわあくぎょうをつづけています。
MIDDLE1600_3_0888	かぜがぴゅーぴゅーなるばるこにーで、げっかをたのしむわよ。
MIDDLE1600_3_0889	りゃくげんすると、かたいざいもくが、なんとかにゅうしゅできそうです。
MIDDLE1600_3_0890	ぺりーぬわ、すぺっつぁてぃーのを、わきめもふらずたべつづけます。
MIDDLE1600_3_0891	いぇぐのう゛つぇのとぴっくになると、じぇれみーわなぜかほほえむのです。
MIDDLE1600_3_0892	だれかをさすわけじゃないですが、きぇきぇきぇってわらいごえわへんですよね。
MIDDLE1600_3_0893	かみにえがいたそびぇすかのにがおえ、ぎゃっぷがなくぽーずもかんぺきです。
MIDDLE1600_3_0894	ぎょくさいかくごのこぶしが、きょあくをねじふせるのです。
MIDDLE1600_3_0895	くぇじゅが、くつうをやわらげるくすりをもっているのわ、たしかですか？
MIDDLE1600_3_0896	あそこでうやうやしくあたまをさげるのわ、きゃぷすてぃっくです。
MIDDLE1600_3_0897	おもいにもつをせおってでも、くぁでぃぞくにあいにいきます。
MIDDLE1600_3_0898	ねむれなくとも、めをつむるだけでやすまりますよ、ふぃりっぴーぬさん。
MIDDLE1600_3_0899	やりでかべをつくちょーどぅりーわ、おちつけているようにみえますね。
MIDDLE1600_3_0900	つぇるくう゛ぇにゃくで、かあちゃんがぎせいとなり、ぼくをにがしてくれたんです。
MIDDLE1600_3_0901	あぶどぅるあずぃーずがかぜをこじらせ、さまざまなびょうきもへいはつした。
MIDDLE1600_3_0902	ぷろとぽーぽふが、ぼくのきぼうにそうとでもかんがえてるのか？
MIDDLE1600_3_0903	すぃうぇりんわぼうけんずきで、あぶないばしょでもためらわずでむく。
MIDDLE1600_3_0904	ぽっぷかるちゃーふきゅうのしょうがいについて、ざっくばらんにきこうか。
